name,vehicleModelDate,value_mileage,model,bodyType,fuelType,seatingCapacity,color,price,addressLocality,addressRegion,transmision
Honda,2023,22500,BR-V,SUV,Petrol,7,Abu-abu,253000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2023,2500,Jimny,SUV,Petrol,4,Kuning,433000000,Jakarta Barat,Jabodetabek,AT
Suzuki,2023,2500,Jimny,SUV,Petrol,4,Kuning,433000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,47500,Fortuner,SUV,Diesel,7,Hitam,450000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2023,7500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,469000000,Depok,Jabodetabek,AT
Toyota,2024,2500,Raize,SUV,Petrol,5,Silver,202000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2023,42500,Baleno,Hatchback,Petrol,5,Biru,204000000,Jakarta Pusat,Jabodetabek,AT
Honda,2022,14000,City,Hatchback,Petrol,5,Merah,226000000,Tasikmalaya,Jawa - Bali,AT
Honda,2018,62500,Brio,Hatchback,Petrol,5,Silver,120000000,Jakarta Utara,Jabodetabek,AT
Honda,2014,107500,Jazz,Hatchback,Petrol,5,Abu-abu,164000000,Jakarta Timur,Jabodetabek,AT
Hyundai,2020,52500,Santa Fe,SUV,Petrol,7,Putih,340000000,Jakarta Pusat,Jabodetabek,AT
Honda,2010,112500,CR-V,SUV,Petrol,5,Hitam,115000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2023,7500,XL7,SUV,Petrol,7,Putih,230000000,Jakarta Timur,Jabodetabek,AT
Nissan,2015,72500,X-Trail,SUV,Petrol,7,Hitam,163000000,Jakarta Pusat,Jabodetabek,AT
Honda,2016,97500,BR-V,SUV,Petrol,7,Putih,165000000,Malang,Jawa - Bali,AT
Suzuki,2020,62500,Baleno,Hatchback,Petrol,5,Putih,175000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,37500,Avanza,MPV,Petrol,7,Putih,210000000,Jakarta Utara,Jabodetabek,AT
BMW,2020,32500,X5,SUV,Petrol,5,Hitam,780000000,Jakarta Pusat,Jabodetabek,AT
BMW,2020,47500,X5,SUV,Petrol,5,Hitam,780000000,Jakarta Pusat,Jabodetabek,AT
Honda,2013,92500,City,Sedan,Petrol,5,Abu-abu,125000000,Jakarta Timur,Jabodetabek,AT
Toyota,2020,87500,Avanza,MPV,Petrol,7,Abu-abu,150000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2013,137500,Luxio,Van,Petrol,8,Hitam,88000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2021,52500,Kijang Innova,MPV,Petrol,7,Putih,282000000,Bogor,Jabodetabek,AT
Toyota,2021,52500,Kijang Innova,MPV,Petrol,7,Putih,282000000,Bogor,Jabodetabek,AT
Toyota,2021,52500,Kijang Innova,MPV,Petrol,7,Putih,282000000,Bogor,Jabodetabek,AT
Toyota,2024,12500,Calya,MPV,Petrol,7,Silver,140000000,Jakarta Timur,Jabodetabek,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Bogor,Jabodetabek,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Bogor,Jabodetabek,AT
Toyota,2021,12500,Yaris,Hatchback,Petrol,5,Merah,219000000,Tangerang,Jabodetabek,AT
Daihatsu,2023,12500,Sigra,MPV,Petrol,7,Merah,125000000,Jakarta Pusat,Jabodetabek,MT
Daihatsu,2023,12500,Sigra,MPV,Petrol,7,Merah,125000000,Jakarta Pusat,Jabodetabek,MT
Daihatsu,2023,12500,Sigra,MPV,Petrol,7,Merah,125000000,Jakarta Pusat,Jabodetabek,MT
Daihatsu,2019,82500,Xenia,MPV,Petrol,7,Silver,152000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Tangerang,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Tangerang,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Tangerang,Jabodetabek,AT
Mercedes-Benz,2022,2500,GLS450,SUV,Petrol,7,Hitam,1750000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2022,32500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Barat,Jabodetabek,AT
Daihatsu,2019,87500,Xenia,MPV,Petrol,7,Hitam,137000000,Jakarta Timur,Jabodetabek,MT
Mitsubishi,2023,32500,Pajero Sport,SUV,Diesel,7,Hitam,585000000,Bekasi,Jabodetabek,AT
Mitsubishi,2023,32500,Pajero Sport,SUV,Diesel,7,Hitam,585000000,Bekasi,Jabodetabek,AT
Toyota,2023,7500,Alphard,MPV,Petrol,7,Putih,1295000000,Jakarta Selatan,Jabodetabek,AT
Honda,2021,42500,BR-V,SUV,Petrol,7,Abu-abu,430000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,27500,BR-V,SUV,Petrol,7,Hitam,235000000,Surabaya,Jawa - Bali,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2023,32500,Pajero Sport,SUV,Diesel,7,Hitam,585000000,Bekasi,Jabodetabek,AT
Mercedes-Benz,2012,204500,E200,Sedan,Petrol,5,Hitam,130000000,Depok,Jabodetabek,AT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Barat,Jabodetabek,MT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Selatan,Jabodetabek,MT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Pusat,Jabodetabek,MT
Suzuki,2019,22500,Jimny,SUV,Petrol,4,Kuning,425000000,Bandung,Jawa - Bali,AT
Toyota,2016,62500,Sienta,MPV,Petrol,7,Orange,158000000,Jakarta Barat,Jabodetabek,AT
Daihatsu,2022,12500,Xenia,MPV,Petrol,7,Putih,180000000,Bekasi,Jabodetabek,AT
Honda,2019,67500,Brio,Hatchback,Petrol,5,Hitam,144000000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,52500,Fortuner,SUV,Diesel,7,Hitam,535000000,Surabaya,Jawa - Bali,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Daihatsu,2022,12500,Xenia,MPV,Petrol,7,Putih,180000000,Tangerang,Jabodetabek,AT
Hyundai,2022,37500,Stargazer,MPV,Petrol,7,Abu-abu,183000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Pusat,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2023,42500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,425000000,Tangerang,Jabodetabek,AT
BMW,2023,25000,430i,Coupe,Petrol,4,Biru,1200000000,Surabaya,Jawa - Bali,AT
Toyota,2023,42500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,425000000,Tangerang,Jabodetabek,AT
Toyota,2023,42500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,425000000,Tangerang,Jabodetabek,AT
Suzuki,2022,37500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2022,37500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2021,37500,Xenia,MPV,Petrol,7,Silver,160000000,Serang,Jawa - Bali,MT
Suzuki,2022,37500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Utara,Jabodetabek,AT
Toyota,2011,86000,Vellfire,MPV,Petrol,7,Putih,215000000,Depok,Jabodetabek,AT
Honda,2019,72500,Jazz,Hatchback,Petrol,5,Abu-abu,190000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,77500,Fortuner,SUV,Diesel,7,Hitam,495000000,Tangerang,Jabodetabek,AT
Toyota,2017,72500,Avanza,MPV,Petrol,7,Abu-abu,150000000,Surabaya,Jawa - Bali,MT
Toyota,2018,62500,Kijang Innova,MPV,Petrol,8,Abu-abu,255000000,Jakarta Selatan,Jabodetabek,AT
Nissan,2014,187500,Grand Livina,MPV,Petrol,7,Marun,88500000,Jakarta Timur,Jabodetabek,AT
Honda,2021,67500,Mobilio,MPV,Petrol,7,Abu-abu,175000000,Jakarta Barat,Jabodetabek,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Timur,Jabodetabek,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Timur,Jabodetabek,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,22500,Raize,SUV,Petrol,5,Biru,179000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,5,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,5,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,7,Hitam,465000000,Bekasi,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Utara,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,17500,Camry,Sedan,Hybrid,5,Hitam,540000000,Bogor,Jabodetabek,AT
Toyota,2023,17500,Camry,Sedan,Hybrid,5,Hitam,540000000,Bogor,Jabodetabek,AT
Toyota,2023,17500,Camry,Sedan,Hybrid,5,Hitam,540000000,Bogor,Jabodetabek,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Jakarta Utara,Jabodetabek,AT
Honda,2019,107500,HR-V,SUV,Petrol,5,Putih,210000000,Tangerang,Jabodetabek,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2021,27500,Rocky,SUV,Petrol,5,Merah,176000000,Bekasi,Jabodetabek,AT
Daihatsu,2021,27500,Rocky,SUV,Petrol,5,Merah,176000000,Bekasi,Jabodetabek,AT
Toyota,2021,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2021,27500,Rocky,SUV,Petrol,5,Merah,176000000,Bekasi,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Barat,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Barat,Jabodetabek,AT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Barat,Jabodetabek,AT
Honda,2007,66000,CR-V,SUV,Petrol,5,Hitam,115000000,Jakarta Selatan,Jabodetabek,MT
Honda,2007,66000,CR-V,SUV,Petrol,5,Hitam,115000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2023,37500,Agya,Hatchback,Petrol,5,Hitam,135000000,Surabaya,Jawa - Bali,MT
Suzuki,2014,137500,Ertiga,MPV,Petrol,7,Merah,115000000,Jakarta Timur,Jabodetabek,MT
Nissan,2018,107500,X-Trail,SUV,Petrol,7,Silver,185000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2022,32500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Tangerang,Jabodetabek,AT
Mitsubishi,2022,12500,Xpander,MPV,Petrol,7,Hitam,239000009,Jakarta Utara,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Depok,Jabodetabek,AT
Toyota,2018,77000,Calya,MPV,Petrol,7,Silver,108000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Depok,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Depok,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,433000000,Jakarta Pusat,Jabodetabek,AT
Suzuki,2020,62500,Ignis,SUV,Petrol,5,Orange,140000000,Tangerang,Jabodetabek,AT
Toyota,2020,42500,Corolla Altis,Sedan,Petrol,5,Hitam,265000000,Bogor,Jabodetabek,AT
Toyota,2020,42500,Corolla Altis,Sedan,Petrol,5,Hitam,265000000,Bogor,Jabodetabek,AT
Toyota,2024,27500,Agya,Hatchback,Petrol,5,Hitam,157000000,Surabaya,Jawa - Bali,AT
Subaru,2023,12500,WRX,Sedan,Petrol,5,Putih,707000000,Jakarta Pusat,Jabodetabek,AT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Jakarta Pusat,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,433000000,Jakarta Pusat,Jabodetabek,AT
Subaru,2023,12500,WRX,Sedan,Petrol,5,Putih,707000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2022,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Toyota,2022,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Toyota,2022,27500,Kijang Innova,MPV,Petrol,8,Silver,286000000,Bogor,Jabodetabek,AT
Lexus,2021,22500,LM 350,MPV,Petrol,7,Hitam,1275000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,69000,Xpander,MPV,Petrol,7,Abu-abu,188000000,Jakarta Timur,Jabodetabek,AT
Toyota,2018,82500,Calya,MPV,Petrol,7,Silver,115000000,Surabaya,Jawa - Bali,MT
BMW,2022,22500,218i,Coupe,Petrol,5,Abu-abu,483000000,Jakarta Pusat,Jabodetabek,AT
BMW,2022,22500,218i,Coupe,Petrol,5,Abu-abu,483000000,Jakarta Pusat,Jabodetabek,AT
BMW,2022,22500,218i,Coupe,Petrol,5,Abu-abu,483000000,Jakarta Pusat,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,433000000,Jakarta Pusat,Jabodetabek,AT
Honda,2016,92500,Jazz,Hatchback,Petrol,5,Merah,190000000,Surabaya,Jawa - Bali,AT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Jakarta Pusat,Jabodetabek,AT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Jakarta Pusat,Jabodetabek,AT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Jakarta Utara,Jabodetabek,AT
Honda,2023,2500,City,Hatchback,Petrol,5,Abu-abu,253000000,Tangerang,Jabodetabek,AT
Honda,2023,2500,City,Hatchback,Petrol,5,Abu-abu,253000000,Tangerang,Jabodetabek,AT
Honda,2023,2500,City,Hatchback,Petrol,5,Abu-abu,253000000,Tangerang,Jabodetabek,AT
Honda,2016,127500,HR-V,SUV,Petrol,5,Abu-abu,180000000,Surabaya,Jawa - Bali,AT
Toyota,2023,22500,Voxy,MPV,Petrol,5,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,5,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,5,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,27500,Raize,SUV,Petrol,5,Biru,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,32500,Fortuner,SUV,Diesel,7,Hitam,445000000,Tangerang,Jabodetabek,AT
Toyota,2021,32500,Fortuner,SUV,Diesel,7,Hitam,445000000,Tangerang,Jabodetabek,AT
Toyota,2021,32500,Fortuner,SUV,Diesel,7,Hitam,445000000,Tangerang,Jabodetabek,AT
Suzuki,2017,105000,Ertiga,MPV,Petrol,7,Putih,140000000,Tangerang,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Jakarta Selatan,Jabodetabek,AT
Chevrolet,2015,153000,Spin,MPV,Petrol,7,Abu-abu,100000000,Bekasi,Jabodetabek,AT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Pusat,Jabodetabek,MT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Pusat,Jabodetabek,MT
Land Rover,2015,7500,Defender,SUV,Diesel,5,Putih,2350000000,Jakarta Pusat,Jabodetabek,MT
Honda,2010,167500,CR-V,SUV,Petrol,5,Hitam,110000000,Kediri,Jawa - Bali,AT
Suzuki,2021,67500,XL7,SUV,Petrol,7,Putih,225000000,Surabaya,Jawa - Bali,AT
BMW,2022,2500,M4,Coupe,Petrol,4,Kuning,1850000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2022,22500,Stargazer,MPV,Petrol,7,Hitam,205000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2022,22500,Stargazer,MPV,Petrol,7,Hitam,205000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2022,22500,Stargazer,MPV,Petrol,7,Hitam,205000000,Jakarta Selatan,Jabodetabek,AT
Jeep,1994,112500,Cherokee,SUV,Petrol,5,Biru,14800000,Batu,Jawa - Bali,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Jakarta Utara,Jabodetabek,AT
Mercedes-Benz,2013,42500,E250,Sedan,Petrol,5,Merah,499000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2014,122500,Hilux,Pickup,Diesel,5,Putih,220000000,Surabaya,Jawa - Bali,MT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Bekasi,Jabodetabek,AT
Toyota,2020,47500,Voxy,MPV,Petrol,7,Putih,319000000,Bekasi,Jabodetabek,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2022,47500,Xenia,MPV,Petrol,7,Silver,180000000,Solo,Jawa - Bali,MT
Toyota,2021,52500,Kijang Innova,MPV,Petrol,8,Silver,280000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2015,67500,Santa Fe,SUV,Petrol,7,Putih,179000000,Jakarta Utara,Jabodetabek,AT
Hyundai,2015,67500,Santa Fe,SUV,Petrol,7,Putih,179000000,Jakarta Utara,Jabodetabek,AT
Hyundai,2015,67500,Santa Fe,SUV,Petrol,7,Putih,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,422000000,Tangerang,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,422000000,Tangerang,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,422000000,Tangerang,Jabodetabek,AT
Suzuki,2022,32500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2010,137500,Camry,Sedan,Petrol,5,Putih,123000000,Surabaya,Jawa - Bali,AT
Subaru,2023,12500,WRX,Sedan,Petrol,5,Putih,707000000,Jakarta Barat,Jabodetabek,AT
Subaru,2023,12500,WRX,Sedan,Petrol,5,Putih,707000000,Jakarta Barat,Jabodetabek,AT
Subaru,2023,12500,WRX,Sedan,Petrol,5,Putih,707000000,Jakarta Barat,Jabodetabek,AT
Toyota,2020,42500,Corolla Altis,Sedan,Petrol,5,Hitam,265000000,Jakarta Timur,Jabodetabek,AT
Toyota,2020,42500,Corolla Altis,Sedan,Petrol,5,Hitam,265000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Jakarta Pusat,Jabodetabek,AT
Suzuki,2022,37500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Pusat,Jabodetabek,AT
Suzuki,2022,37500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Hitam,149000000,Jakarta Timur,Jabodetabek,AT
Honda,2020,32500,Mobilio,MPV,Petrol,7,Abu-abu,160000000,Jakarta Timur,Jabodetabek,AT
Isuzu,2011,137500,Panther,SUV,Diesel,7,Silver,120000000,Jakarta Barat,Jabodetabek,MT
Toyota,2022,22500,Calya,MPV,Petrol,7,Abu-abu,160000000,Jakarta Barat,Jabodetabek,AT
Toyota,2022,22500,Calya,MPV,Petrol,7,Abu-abu,160000000,Jakarta Barat,Jabodetabek,AT
MG,2020,47500,ZS,SUV,Petrol,5,Merah,169000000,Jakarta Selatan,Jabodetabek,AT
MG,2020,42500,ZS,SUV,Petrol,5,Merah,169000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Depok,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Depok,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Depok,Jabodetabek,AT
Suzuki,2013,152500,Ertiga,MPV,Petrol,7,Silver,105000000,Jakarta Timur,Jabodetabek,AT
MG,2020,47500,ZS,SUV,Petrol,5,Merah,169000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,37500,Avanza,MPV,Petrol,7,Hitam,222000000,Surabaya,Jawa - Bali,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Tangerang,Jabodetabek,AT
Mercedes-Benz,2019,65000,GLE450,SUV,Petrol,5,Hitam,950000000,Jakarta Utara,Jabodetabek,AT
Honda,2020,82500,BR-V,SUV,Petrol,7,Abu-abu,182500000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,42500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,425000000,Depok,Jabodetabek,AT
Toyota,2023,42500,Kijang Innova Zenix,MPV,Hybrid,7,Hitam,425000000,Depok,Jabodetabek,AT
Toyota,2022,37500,Yaris,Hatchback,Petrol,5,Merah,230000000,Surabaya,Jawa - Bali,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Hybrid,8,Hitam,469000000,Tangerang,Jabodetabek,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Hybrid,8,Hitam,469000000,Tangerang,Jabodetabek,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,469000000,Tangerang,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,422000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Bogor,Jabodetabek,AT
Toyota,2022,32500,Yaris,Hatchback,Petrol,5,Kuning,215000000,Bogor,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,422000000,Tangerang,Jabodetabek,AT
Toyota,2019,32500,Land Cruiser,SUV,Diesel,8,Hitam,1750000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2016,72500,Mirage,Hatchback,Petrol,5,Abu-abu,111000000,Bekasi,Jabodetabek,AT
Toyota,2020,57500,Rush,SUV,Petrol,7,Silver,213000000,Tangerang,Jabodetabek,AT
Toyota,2019,47500,Kijang Innova,MPV,Petrol,8,Hitam,275000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,17500,BR-V,SUV,Petrol,7,Abu-abu,205000000,Bandung,Jawa - Bali,MT
Suzuki,2022,37500,SX4 S-Cross,Hatchback,Petrol,5,Abu-abu,205000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,32500,Sigra,MPV,Petrol,7,Silver,138000000,Sumedang,Jawa - Bali,MT
Suzuki,2023,37500,S-Presso,Hatchback,Petrol,4,Putih,128000000,Bekasi,Jabodetabek,AT
Toyota,2020,52500,Agya,Hatchback,Petrol,5,Silver,131000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,37500,BR-V,SUV,Petrol,7,Hitam,247000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2023,12500,Terios,SUV,Petrol,7,Silver,206000000,Tangerang,Jabodetabek,AT
Daihatsu,2022,12500,Terios,SUV,Petrol,7,Hitam,214000000,Jakarta Selatan,Jabodetabek,MT
Honda,2013,102500,Freed,MPV,Petrol,7,Kuning,152000000,Tangerang,Jabodetabek,AT
Toyota,2021,47500,Corolla Cross,SUV,Hybrid,5,Hitam,345000000,Tangerang,Jabodetabek,AT
Toyota,2019,72500,Avanza,MPV,Petrol,7,Hitam,162000000,Tangerang,Jabodetabek,MT
Honda,2013,117500,Freed,MPV,Petrol,7,Silver,151000000,Bekasi,Jabodetabek,AT
Toyota,2017,67500,Calya,MPV,Petrol,7,Merah,110000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2017,82500,Terios,SUV,Petrol,7,Hitam,147000000,Tangerang,Jabodetabek,MT
Volkswagen,2017,92500,Tiguan,SUV,Petrol,5,Hitam,219000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2014,47500,Avanza,MPV,Petrol,7,Putih,131000000,Bandung,Jawa - Bali,MT
Toyota,2017,77500,Calya,MPV,Petrol,7,Abu-abu,110000000,Tangerang,Jabodetabek,AT
Daihatsu,2022,32500,Terios,SUV,Petrol,7,Putih,219000000,Jakarta Timur,Jabodetabek,AT
Nissan,2013,112500,Serena,MPV,Petrol,7,Silver,125000000,Depok,Jabodetabek,AT
Toyota,2024,7500,Avanza,MPV,Petrol,7,Putih,208000000,Jakarta Timur,Jabodetabek,MT
Toyota,2018,42500,Agya,Hatchback,Petrol,5,Abu-abu,124000000,Bekasi,Jabodetabek,AT
Toyota,2018,37500,Kijang Innova,MPV,Petrol,8,Putih,265000000,Jakarta Selatan,Jabodetabek,AT
Honda,2018,62500,City,Sedan,Petrol,5,Hitam,184000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,17500,Raize,SUV,Petrol,5,Silver,229000000,Jakarta Timur,Jabodetabek,AT
Mitsubishi,2020,67500,Xpander,MPV,Petrol,7,Silver,160000000,Jakarta Timur,Jabodetabek,MT
Suzuki,2022,32500,XL7,SUV,Petrol,7,Abu-abu,194000000,Bandung,Jawa - Bali,MT
Toyota,2018,62500,Kijang Innova,MPV,Petrol,8,Hitam,244000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2019,87500,Terios,SUV,Petrol,7,Silver,176000000,Jakarta Timur,Jabodetabek,AT
Subaru,2022,7500,BRZ,Coupe,Petrol,4,Putih,650000000,Jakarta Selatan,Jabodetabek,MT
